t,tauM,thetaM,Reference
16.7608642578125,-2.203773260116577,0.037917621433734894,0.02286444790661335
16.76141357421875,-2.4876489639282227,0.03641342744231224,0.01719755120575428
16.761962890625,-1.114752173423767,0.03480498120188713,0.01147292647510767
16.76251220703125,-1.3023426532745361,0.033122070133686066,0.0057097249664366245
16.7630615234375,-2.097527265548706,0.031379587948322296,-0.00007277139229699969
16.763671875,-2.2834575176239014,0.029577532783150673,-0.0064968629740178585
16.76422119140625,-2.6486780643463135,0.027671225368976593,-0.012256549671292305
16.7647705078125,-1.3737266063690186,0.025675561279058456,-0.017975401133298874
16.76531982421875,-1.4235293865203857,0.023605432361364365,-0.023634273558855057
16.76593017578125,-1.9381582736968994,0.021445944905281067,-0.029828522354364395
16.7664794921875,-2.4478068351745605,0.01918220706284046,-0.03529886156320572
16.76702880859375,-1.1662150621414185,0.01679932326078415,-0.04065120220184326
16.767578125,-1.262500524520874,0.014386654831469059,-0.04586761072278023
16.76812744140625,-1.875074863433838,0.011929307132959366,-0.05093061178922653
16.76873779296875,-2.386383295059204,0.009382600896060467,-0.05635561794042587
16.769287109375,-2.588914632797241,0.006716751027852297,-0.061039719730615616
16.76983642578125,-1.113092064857483,0.0038721845485270023,-0.0655195489525795
16.7703857421875,-0.6150643229484558,0.0009978321613743901,-0.06978008151054382
16.77093505859375,-0.24486367404460907,-0.001876520225778222,-0.07380703091621399
16.77154541015625,0.34446942806243896,-0.004721086472272873,-0.0779910460114479
16.7720947265625,-0.34944948554039,-0.007550759706646204,-0.08148150146007538
16.77264404296875,0.2448638677597046,-0.010425112210214138,-0.08469908684492111
16.773193359375,1.217678189277649,-0.013299464248120785,-0.08763301372528076
16.7738037109375,1.8700945377349854,-0.01609935238957405,-0.09054826945066452
16.77435302734375,0.7013893127441406,-0.018765201792120934,-0.0928521528840065
16.77490234375,1.1014716625213623,-0.02137148007750511,-0.09484495967626572
16.77545166015625,1.813651442527771,-0.023947972804307938,-0.09651998430490494
16.7760009765625,2.22037410736084,-0.02646489255130291,-0.0978715717792511
16.776611328125,2.585594415664673,-0.028862668201327324,-0.09898849576711655
16.77716064453125,2.7184019088745117,-0.03111151233315468,-0.09964364022016525
16.7777099609375,2.9574551582336426,-0.03318164125084877,-0.09996478259563446
16.77825927734375,3.037139654159546,-0.035087950527668,-0.09995081275701523
16.77880859375,3.1002230644226074,-0.03686021640896797,-0.09960174560546875
16.7794189453125,3.239670753479004,-0.03849845007061958,-0.09882229566574097
16.77996826171875,3.145045757293701,-0.039987750351428986,-0.09777089953422546
16.780517578125,3.2263903617858887,-0.041313230991363525,-0.09639161080121994
16.78106689453125,3.2546117305755615,-0.042489778250455856,-0.0946890264749527
16.78167724609375,3.266232490539551,-0.043502502143383026,-0.09242503345012665
16.7822265625,3.1699471473693848,-0.04433651268482208,-0.09005988389253616
16.78277587890625,3.266232490539551,-0.04503648355603218,-0.08739256858825684
16.7833251953125,3.241331100463867,-0.045557741075754166,-0.08443202078342438
16.78387451171875,3.2463114261627197,-0.04593006521463394,-0.0811881273984909
16.78448486328125,3.2844934463500977,-0.046138565987348557,-0.07726473361253738
16.7850341796875,3.3027546405792236,-0.04618324711918831,-0.0734594538807869
16.78558349609375,3.3293159008026123,-0.0460641011595726,-0.06940756738185883
16.7861328125,3.279513120651245,-0.04578113555908203,-0.06512264907360077
16.78668212890625,3.306074857711792,-0.04531945288181305,-0.0606190524995327
16.78729248046875,3.2844934463500977,-0.04472373053431511,-0.05537696182727814
16.787841796875,3.324335813522339,-0.043934401124715805,-0.050462111830711365
16.78839111328125,1.8833752870559692,-0.04302592575550079,-0.04537772759795189
16.7889404296875,1.9979215860366821,-0.042013201862573624,-0.04014085605740547
16.78955078125,2.386383295059204,-0.04091111943125725,-0.03416465222835541
16.79010009765625,2.681879758834839,-0.039689891040325165,-0.028664106503129005
16.7906494140625,1.2940423488616943,-0.03833462670445442,-0.02306714467704296
16.79119873046875,1.4650318622589111,-0.03693468123674393,-0.01739254966378212
16.791748046875,1.976340413093567,-0.035475168377161026,-0.011659369803965092
16.7923583984375,2.4478068351745605,-0.03394118696451187,-0.00524387089535594
16.79290771484375,2.681879758834839,-0.03227316960692406,0.0005496249068528414
