t,tauM,thetaM,Output
0.02306365966796875,-0.010790602304041386,0.000029786035156575963,0.0001671114150667563
0.02362823486328125,-0.007470416370779276,0.000029786035156575963,0.00017539298278279603
0.02419281005859375,-0.009130509570240974,0.000029786035156575963,0.00018387482850812376
0.02475738525390625,0.0024903416633605957,0.000029786035156575963,0.00019255693769082427
0.0253143310546875,-0.007470416370779276,0.000029786035156575963,0.000201317947357893
0.02587890625,-0.005810324102640152,0.00004467905091587454,0.00021039789135102183
0.0264434814453125,-0.012450694106519222,0.00004467905091587454,0.00021967811335343868
0.027008056640625,-0.017430972307920456,0.00004467905091587454,0.0002291585988132283
0.02756500244140625,-0.004150231834501028,0.00004467905091587454,0.00023870721634011716
0.02812957763671875,-0.005810324102640152,0.00004467905091587454,0.0002485855366103351
0.02869415283203125,-0.009130509570240974,0.00004467905091587454,0.0002586641348898411
0.02925872802734375,-0.007470416370779276,0.000059572070313151926,0.00026894299662671983
0.029815673828125,-0.014110786840319633,0.000059572070313151926,0.00027927919290959835
0.0303802490234375,0.0008302488713525236,0.000059572070313151926,0.0002899558749049902
0.03094482421875,0.0024903416633605957,0.000059572070313151926,0.0003008328494615853
0.03150177001953125,0.0008302488713525236,0.000059572070313151926,0.00031175906769931316
0.03206634521484375,0.0008302488713525236,0.00007446508971042931,0.00032303386251442134
0.03263092041015625,-0.009130509570240974,0.00007446508971042931,0.0003345089207869023
0.03319549560546875,-0.017430972307920456,0.00007446508971042931,0.0003461842716205865
0.03375244140625,-0.0008300463086925447,0.00007446508971042931,0.0003578980395104736
0.0343170166015625,0.005810527130961418,0.00008935810183174908,0.0003699712106026709
0.034881591796875,-0.010790602304041386,0.00008935810183174908,0.000382244645152241
0.03543853759765625,0.00415043393149972,0.00008935810183174908,0.00039454843499697745
0.03600311279296875,0.0008302488713525236,0.00008935810183174908,0.0004072196898050606
0.03656768798828125,-0.007470416370779276,0.00008935810183174908,0.0004200912080705166
0.03713226318359375,0.00415043393149972,0.00010425112122902647,0.0004331630188971758
0.037689208984375,-0.004150231834501028,0.00010425112122902647,0.00044625435839407146
0.0382537841796875,-0.0008300463086925447,0.00010425112122902647,0.00045972398947924376
0.038818359375,-0.005810324102640152,0.00011914414062630385,0.0004733938549179584
0.0393829345703125,-0.002490138867869973,0.00011914414062630385,0.0004872639838140458
0.03993988037109375,-0.009130509570240974,0.00011914414062630385,0.0005011428729631007
0.04050445556640625,0.0008302488713525236,0.00011914414062630385,0.0005154108512215316
0.04106903076171875,0.005810527130961418,0.00013403715274762362,0.0005298790638335049
0.04163360595703125,0.00415043393149972,0.00013403715274762362,0.0005445475107990205
0.0421905517578125,-0.005810324102640152,0.00013403715274762362,0.0005592139787040651
0.042755126953125,0.007470619864761829,0.00014893017942085862,0.0005742802750319242
0.0433197021484375,-0.0008300463086925447,0.00014893017942085862,0.0005895468057133257
0.04387664794921875,0.00415043393149972,0.00014893017942085862,0.0006048032664693892
0.04444122314453125,-0.007470416370779276,0.0001638231915421784,0.0006204675883054733
0.04500579833984375,-0.005810324102640152,0.0001638231915421784,0.0006363322027027607
0.04557037353515625,-0.007470416370779276,0.00017871620366349816,0.0006523970514535904
0.0461273193359375,-0.004150231834501028,0.00017871620366349816,0.0006684410036541522
0.04669189453125,-0.004150231834501028,0.00019360923033673316,0.0006849036435596645
0.0472564697265625,0.0024903416633605957,0.00019360923033673316,0.0007015665178187191
0.04781341552734375,-0.004150231834501028,0.00020850224245805293,0.0007182004628702998
0.04837799072265625,-0.002490138867869973,0.00020850224245805293,0.0007352611282840371
0.04894256591796875,-0.0008300463086925447,0.0002233952545793727,0.0007525220862589777
0.04950714111328125,-0.0008300463086925447,0.0002233952545793727,0.0007699832785874605
0.0500640869140625,-0.002490138867869973,0.0002382882812526077,0.0007874046568758786
0.050628662109375,-0.005810324102640152,0.0002382882812526077,0.0008052636403590441
0.0511932373046875,-0.005810324102640152,0.0002531812933739275,0.0008233228581957519
0.0517578125,-0.002490138867869973,0.0002531812933739275,0.0008415822521783412
0.05231475830078125,-0.004150231834501028,0.00026807430549524724,0.0008597911801189184
0.05287933349609375,-0.0008300463086925447,0.00026807430549524724,0.0008784483652561903
0.05344390869140625,-0.004150231834501028,0.000282967317616567,0.0008973057847470045
0.05400848388671875,-0.004150231834501028,0.00029786035884171724,0.000916363496799022
0.0545654296875,-0.012450694106519222,0.00029786035884171724,0.0009353597997687757
0.0551300048828125,-0.005810324102640152,0.000312753370963037,0.0009548152447678149
0.055694580078125,-0.005810324102640152,0.000312753370963037,0.0009744709241203964
0.05625152587890625,-0.007470416370779276,0.0003276463830843568,0.0009940571617335081
0.05681610107421875,-0.007470416370779276,0.00034253939520567656,0.0010141105158254504
0.05738067626953125,-0.005810324102640152,0.00034253939520567656,0.001034364104270935
0.05794525146484375,-0.002490138867869973,0.0003574324073269963,0.0010548180434852839
0.058502197265625,-0.005810324102640152,0.0003574324073269963,0.001075191656127572
0.0590667724609375,0.009130711667239666,0.0003723254194483161,0.0010960431536659598
0.05963134765625,-0.002490138867869973,0.0003872184606734663,0.0011170950019732118
0.06018829345703125,-0.0008300463086925447,0.0003872184606734663,0.001138058491051197
0.06075286865234375,0.012450898066163063,0.0004021114727947861,0.001159507897682488
0.06131744384765625,0.0024903416633605957,0.00041700448491610587,0.001181157655082643
0.06188201904296875,-0.002490138867869973,0.00043189749703742564,0.0012030075304210186
0.06243896484375,0.0008302488713525236,0.0004467905091587454,0.0012247583363205194
0.0630035400390625,-0.005810324102640152,0.00046168355038389564,0.0012470060028135777
0.063568115234375,0.0008302488713525236,0.0004765765625052154,0.0012694537872448564
0.0641326904296875,-0.005810324102640152,0.0004765765625052154,0.0012921016896143556
0.06468963623046875,-0.010790602304041386,0.0004914695746265352,0.001314639812335372
0.06525421142578125,-0.004150231834501028,0.000506362586747855,0.0013376855058595538
0.06581878662109375,-0.007470416370779276,0.0005212555988691747,0.0013609313173219562
0.06638336181640625,-0.014110786840319633,0.0005361486109904945,0.0013843773631379008
0.0669403076171875,-0.009130509570240974,0.0005510416231118143,0.001407702686265111
0.0675048828125,0.0008302488713525236,0.000565934635233134,0.0014315464068204165
0.0680694580078125,-0.012450694106519222,0.0005808277055621147,0.0014555902453139424
0.06862640380859375,-0.005810324102640152,0.0005808277055621147,0.0014795053284615278
0.06919097900390625,0.00415043393149972,0.0005957207176834345,0.0015039467252790928
0.06975555419921875,0.0024903416633605957,0.0006106137298047543,0.0015285883564502
0.07032012939453125,-0.004150231834501028,0.000625506741926074,0.0015534301055595279
0.0708770751953125,0.0008302488713525236,0.0006403997540473938,0.001578132389113307
0.071441650390625,-0.007470416370779276,0.0006552927661687136,0.0016033716965466738
0.0720062255859375,-0.002490138867869973,0.0006701857782900333,0.0016288112383335829
0.07256317138671875,-0.014110786840319633,0.0006850787904113531,0.0016541031654924154
0.07312774658203125,-0.002490138867869973,0.0006999718025326729,0.0016799402656033635
0.07369232177734375,0.0008302488713525236,0.0007148648146539927,0.001705977483652532
0.07425689697265625,-0.0008300463086925447,0.0007297578267753124,0.0017322148196399212
0.0748138427734375,0.0008302488713525236,0.0007595439092256129,0.0017582937143743038
0.07537841796875,-0.01577087864279747,0.0007744369213469326,0.0017849286086857319
0.0759429931640625,-0.014110786840319633,0.0007893299334682524,0.0018117636209353805
0.076507568359375,-0.005810324102640152,0.0008042229455895722,0.0018387987511232495
0.07706451416015625,-0.009130509570240974,0.000819115957710892,0.0018656646134331822
0.07762908935546875,-0.010790602304041386,0.0008340089698322117,0.0018930971855297685
0.07819366455078125,0.00415043393149972,0.0008489019819535315,0.001920729991979897
0.07875823974609375,-0.004150231834501028,0.0008637949940748513,0.0019485627999529243
0.079315185546875,-0.0008300463086925447,0.000878688006196171,0.001976215513423085
0.0798797607421875,0.0008302488713525236,0.0008935810183174908,0.0020044457633048296
0.0804443359375,-0.010790602304041386,0.0009084740304388106,0.0020328760147094727
0.08100128173828125,0.012450898066163063,0.0009233671007677913,0.0020611181389540434
0.08156585693359375,0.012450898066163063,0.0009531531250104308,0.0020899460650980473
0.08213043212890625,-0.004150231834501028,0.0009680461371317506,0.002118973759934306
0.08269500732421875,-0.002490138867869973,0.0009829391492530704,0.0021482016891241074
0.083251953125,-0.005810324102640152,0.0009978321613743901,0.0021772305481135845
0.0838165283203125,0.00415043393149972,0.0010276181856170297,0.002206855919212103
0.084381103515625,-0.0008300463086925447,0.0010425111977383494,0.0022366810590028763
0.0849456787109375,-0.005810324102640152,0.0010574042098596692,0.002266706433147192
0.08550262451171875,-0.004150231834501028,0.001072297221980989,0.002296521794050932
0.08606719970703125,0.012450898066163063,0.0010871902341023088,0.002326944610103965
0.08663177490234375,0.0008302488713525236,0.0011169762583449483,0.0023575671948492527
0.087188720703125,-0.0008300463086925447,0.001131869270466268,0.0023879718501120806
0.0877532958984375,-0.004150231834501028,0.0011467622825875878,0.0024189918767660856
0.08831787109375,-0.002490138867869973,0.0011765484232455492,0.0024502116721123457
0.0888824462890625,-0.002490138867869973,0.001191441435366869,0.0024816314689815044
0.08943939208984375,0.005810527130961418,0.0012212274596095085,0.002512822626158595
0.09000396728515625,-0.005810324102640152,0.0012361204717308283,0.0025446396321058273
0.09056854248046875,-0.004150231834501028,0.0012659064959734678,0.002576656872406602
0.09113311767578125,-0.004150231834501028,0.0012807995080947876,0.002608873648568988
0.0916900634765625,-0.004150231834501028,0.0013105855323374271,0.0026408513076603413
0.092254638671875,0.0008302488713525236,0.001325478544458747,0.0026734652929008007
0.0928192138671875,0.0008302488713525236,0.0013403715565800667,0.002706279279664159
0.09337615966796875,0.0008302488713525236,0.0013701575808227062,0.002738845767453313
0.09394073486328125,-0.0008300463086925447,0.001385050592944026,0.0027720569632947445
0.09450531005859375,-0.0008300463086925447,0.0014148366171866655,0.002805467927828431
0.09506988525390625,-0.004150231834501028,0.001444622641429305,0.0028390788938850164
0.0956268310546875,-0.004150231834501028,0.0014595156535506248,0.002872431417927146
0.09619140625,-0.009130509570240974,0.0014893016777932644,0.002906439360231161
0.0967559814453125,-0.002490138867869973,0.001504194806329906,0.0029406470712274313
0.097320556640625,0.0024903416633605957,0.0015339808305725455,0.0029750547837466
0.09787750244140625,-0.004150231834501028,0.0015488738426938653,0.0030091931112110615
0.09844207763671875,-0.002490138867869973,0.0015786598669365048,0.00304399779997766
0.09900665283203125,-0.002490138867869973,0.0015935528790578246,0.003079002257436514
0.0995635986328125,-0.002490138867869973,0.0016233389033004642,0.003113729180768132
0.100128173828125,-0.005810324102640152,0.0016531249275431037,0.0031491306144744158
0.1006927490234375,-0.0008300463086925447,0.0016680179396644235,0.0031847315840423107
0.10125732421875,-0.004150231834501028,0.001697803963907063,0.0032205323223024607
0.10181427001953125,-0.004150231834501028,0.0017275899881497025,0.003256045049056411
0.10237884521484375,-0.009130509570240974,0.0017424830002710223,0.0032922427635639906
0.10294342041015625,-0.0008300463086925447,0.0017722690245136619,0.0033286400139331818
0.10350799560546875,-0.0008300463086925447,0.0018020550487563014,0.003365237032994628
0.10406494140625,-0.005810324102640152,0.0018169480608776212,0.0034015353303402662
0.1046295166015625,-0.0008300463086925447,0.0018467342015355825,0.0034385290928184986
0.105194091796875,0.0024903416633605957,0.001876520225778222,0.0034757223911583424
0.1057586669921875,-0.004150231834501028,0.0018914132378995419,0.003513115691021085
0.10631561279296875,-0.0008300463086925447,0.0019211992621421814,0.003550199093297124
0.10688018798828125,0.0024903416633605957,0.001950985286384821,0.0035879886709153652
0.10744476318359375,-0.002490138867869973,0.0019807713106274605,0.0036259780172258615
0.108001708984375,-0.005810324102640152,0.0020105573348701,0.0036636495497077703
0.1085662841796875,-0.012450694106519222,0.0020403433591127396,0.0037020354066044092
0.109130859375,-0.005810324102640152,0.0020552363712340593,0.003740621032193303
0.1096954345703125,0.007470619864761829,0.002085022395476699,0.0037794059608131647
0.11025238037109375,0.0024903416633605957,0.0021148084197193384,0.0038178623653948307
0.11081695556640625,-0.004150231834501028,0.002144594443961978,0.003857043804600835
0.11138153076171875,-0.0008300463086925447,0.0021743804682046175,0.0038964247796684504
0.1119384765625,-0.005810324102640152,0.002204166492447257,0.003935468848794699
0.1125030517578125,-0.004150231834501028,0.0022339525166898966,0.003975246101617813
0.113067626953125,-0.004150231834501028,0.0022488455288112164,0.0040152231231331825
0.1136322021484375,0.0008302488713525236,0.002278631553053856,0.004055398982018232
0.11418914794921875,0.009130711667239666,0.0023084175772964954,0.004095227923244238
0.11475372314453125,0.0024903416633605957,0.0023382038343697786,0.004135800525546074
0.11531829833984375,0.00415043393149972,0.002367989858612418,0.00417657196521759
0.11588287353515625,0.005810527130961418,0.0023977758828550577,0.004217543173581362
0.1164398193359375,-0.0008300463086925447,0.0024275619070976973,0.0042581562884151936
0.11700439453125,-0.005810324102640152,0.002457347931340337,0.004299523308873177
0.1175689697265625,0.0024903416633605957,0.0024871339555829763,0.004341090098023415
0.118133544921875,-0.007470416370779276,0.002516919979825616,0.00438285619020462
0.11869049072265625,0.0008302488713525236,0.0025467060040682554,0.004424253012984991
0.11925506591796875,-0.002490138867869973,0.002576492028310895,0.004466414917260408
0.11981964111328125,0.005810527130961418,0.0026062780525535345,0.0045087761245667934
0.1203765869140625,0.007470619864761829,0.002636064076796174,0.004550759680569172
0.120941162109375,0.00415043393149972,0.0026658501010388136,0.0045935166999697685
0.1215057373046875,0.007470619864761829,0.002695636125281453,0.004636473022401333
0.1220703125,-0.0008300463086925447,0.0027254221495240927,0.004679628182202578
0.12262725830078125,0.007470619864761829,0.002755208173766732,0.004722395446151495
0.12319183349609375,0.0024903416633605957,0.0027849941980093718,0.004765946418046951
0.12375640869140625,-0.0008300463086925447,0.0028147802222520113,0.004809696692973375
0.1243133544921875,0.009130711667239666,0.0028594592586159706,0.0048530506901443005
0.1248779296875,-0.002490138867869973,0.00288924528285861,0.004897196311503649
0.1254425048828125,0.00415043393149972,0.0029190313071012497,0.004941541235893965
0.126007080078125,0.00415043393149972,0.002963710343465209,0.004986084997653961
0.12656402587890625,-0.002490138867869973,0.002993496600538492,0.005030221771448851
0.12712860107421875,-0.005810324102640152,0.0030232826247811317,0.005075160879641771
0.12769317626953125,-0.004150231834501028,0.0030530686490237713,0.005120298825204372
0.12825775146484375,0.007470619864761829,0.003082854673266411,0.005165636073797941
0.128814697265625,0.007470619864761829,0.00312753370963037,0.005210555158555508
0.1293792724609375,-0.002490138867869973,0.0031573197338730097,0.005256287287920713
0.12994384765625,0.0008302488713525236,0.003201998770236969,0.005302218720316887
0.1305084228515625,-0.004150231834501028,0.0032317847944796085,0.0053483485244214535
0.13106536865234375,-0.0008300463086925447,0.003261570818722248,0.005394049920141697
0.13162994384765625,0.0024903416633605957,0.0033062498550862074,0.0054405746050179005
0.13219451904296875,-0.002490138867869973,0.003336035879328847,0.005487298592925072
0.13275146484375,0.0024903416633605957,0.0033807149156928062,0.005533585790544748
0.1333160400390625,-0.0008300463086925447,0.003410500939935446,0.005580704193562269
0.133880615234375,-0.0008300463086925447,0.003455179976299405,0.0056280214339494705
0.1344451904296875,-0.007470416370779276,0.0034849660005420446,0.005675537511706352
0.13500213623046875,-0.002490138867869973,0.003529645036906004,0.005722606088966131
0.13556671142578125,-0.004150231834501028,0.0035594310611486435,0.005770516581833363
0.13613128662109375,0.0008302488713525236,0.003604110097512603,0.005818625446408987
0.136688232421875,-0.004150231834501028,0.0036487893667072058,0.005866279359906912
0.1372528076171875,-0.004150231834501028,0.0036785753909498453,0.005914782639592886
0.1378173828125,-0.005810324102640152,0.003708361415192485,0.0059634847566485405
0.1383819580078125,-0.0008300463086925447,0.003753040451556444,0.006012385711073875
0.13893890380859375,-0.002490138867869973,0.0037977194879204035,0.006060819607228041
0.13950347900390625,-0.002490138867869973,0.003827505512163043,0.006110114511102438
0.14006805419921875,0.005810527130961418,0.0038721845485270023,0.006159607786685228
0.14063262939453125,-0.005810324102640152,0.003901970572769642,0.006209299433976412
0.1411895751953125,0.0024903416633605957,0.0039466493763029575,0.006258513778448105
0.141754150390625,-0.004150231834501028,0.003976435866206884,0.006308599375188351
0.1423187255859375,0.009130711667239666,0.0040211146697402,0.00635888334363699
0.14288330078125,-0.002490138867869973,0.004065793938934803,0.006409365218132734
0.14344024658203125,-0.007470416370779276,0.0040955799631774426,0.006459359545260668
0.14400482177734375,0.0008302488713525236,0.004140258766710758,0.006510235369205475
0.14456939697265625,-0.002490138867869973,0.004184938035905361,0.006561309564858675
0.1451263427734375,-0.004150231834501028,0.004214724060148001,0.006611887365579605
0.14569091796875,0.0008302488713525236,0.004259402863681316,0.006663354579359293
0.1462554931640625,-0.002490138867869973,0.004304082132875919,0.006715020164847374
0.146820068359375,-0.0008300463086925447,0.004348760936409235,0.006766883656382561
0.14737701416015625,-0.005810324102640152,0.004393440205603838,0.006818240508437157
0.14794158935546875,-0.007470416370779276,0.0044232262298464775,0.0068704974837601185
0.14850616455078125,0.0024903416633605957,0.004467905033379793,0.006922951899468899
0.14907073974609375,-0.005810324102640152,0.004497691057622433,0.006975604686886072
0.149627685546875,0.00415043393149972,0.004542370326817036,0.007027739658951759
0.1501922607421875,0.009130711667239666,0.004587049130350351,0.007080784998834133
0.1507568359375,-0.004150231834501028,0.004631728399544954,0.007134028244763613
0.15131378173828125,-0.005810324102640152,0.004676407668739557,0.007186745759099722
0.15187835693359375,-0.007470416370779276,0.004721086472272873,0.007240382023155689
0.15244293212890625,-0.005810324102640152,0.004765765741467476,0.007294215727597475
0.15300750732421875,-0.002490138867869973,0.0048104445450007915,0.007348246872425079
0.153564453125,-0.007470416370779276,0.004840230569243431,0.007401741575449705
0.1541290283203125,0.00415043393149972,0.004884909838438034,0.00745616527274251
0.154693603515625,0.009130711667239666,0.00492958864197135,0.007510786410421133
0.1552581787109375,0.007470619864761829,0.004974267911165953,0.007565605454146862
0.15581512451171875,0.005810527130961418,0.005018946714699268,0.00761987641453743
0.15637969970703125,-0.004150231834501028,0.005063625983893871,0.007675087079405785
0.15694427490234375,0.005810527130961418,0.005108304787427187,0.007730495184659958
0.157501220703125,-0.005810324102640152,0.00515298405662179,0.007785347755998373
0.1580657958984375,-0.0008300463086925447,0.005197662860155106,0.007841147482395172
0.15863037109375,0.0008302488713525236,0.0052423421293497086,0.007897145114839077
0.1591949462890625,-0.007470416370779276,0.005287020932883024,0.007953339256346226
0.15975189208984375,-0.002490138867869973,0.005331700202077627,0.008008967153728008
0.16031646728515625,-0.005810324102640152,0.00537637947127223,0.00806555338203907
0.16088104248046875,-0.007470416370779276,0.005421058274805546,0.008122336119413376
0.16144561767578125,-0.005810324102640152,0.005465737544000149,0.008179315365850925
0.1620025634765625,-0.005810324102640152,0.005510416347533464,0.008235718123614788
0.162567138671875,0.00415043393149972,0.005555095616728067,0.00829308945685625
0.1631317138671875,0.007470619864761829,0.005599774420261383,0.008350656367838383
0.16368865966796875,0.0008302488713525236,0.005644453689455986,0.00840763933956623
0.16425323486328125,0.007470619864761829,0.005689132492989302,0.008465598337352276
0.16481781005859375,0.007470619864761829,0.005748704541474581,0.00852375291287899
0.16538238525390625,-0.002490138867869973,0.005793383810669184,0.008582104928791523
0.1659393310546875,-0.004150231834501028,0.005838062614202499,0.008639860898256302
0.16650390625,-0.0008300463086925447,0.005882741883397102,0.008698603138327599
0.1670684814453125,0.007470619864761829,0.0059423139318823814,0.008757541887462139
0.167633056640625,-0.005810324102640152,0.005986993201076984,0.008816677145659924
0.16819000244140625,-0.005810324102640152,0.0060316720046103,0.008875206112861633
0.16875457763671875,-0.004150231834501028,0.006076351273804903,0.008934730663895607
0.16931915283203125,0.007470619864761829,0.006121030077338219,0.0089944526553154
0.16988372802734375,0.007470619864761829,0.006165709346532822,0.00905437022447586
0.170440673828125,0.010790804401040077,0.006225281395018101,0.009113670326769352
0.1710052490234375,-0.005810324102640152,0.006269960198551416,0.009173978120088577
0.17156982421875,-0.002490138867869973,0.006314639467746019,0.009234481491148472
0.17212677001953125,0.007470619864761829,0.006359318271279335,0.009294359013438225
0.17269134521484375,0.007470619864761829,0.006418890319764614,0.009355251677334309
0.17325592041015625,-0.004150231834501028,0.006463569588959217,0.009416340850293636
0.17382049560546875,0.010790804401040077,0.006523141637444496,0.009477624669671059
0.17437744140625,-0.002490138867869973,0.006567820440977812,0.009538273327052593
0.1749420166015625,-0.0008300463086925447,0.006612499710172415,0.009599946439266205
0.175506591796875,0.00415043393149972,0.006657178979367018,0.009661815129220486
0.17606353759765625,0.007470619864761829,0.006716751027852297,0.009723039343953133
0.17662811279296875,-0.004150231834501028,0.0067614298313856125,0.009785297326743603
0.17719268798828125,0.012450898066163063,0.0068061091005802155,0.009847749955952168
0.17775726318359375,0.007470619864761829,0.0068656811490654945,0.009910398162901402
0.178314208984375,0.007470619864761829,0.00691035995259881,0.00997239165008068
0.1788787841796875,0.010790804401040077,0.006969932001084089,0.010035427287220955
0.179443359375,-0.005810324102640152,0.007014611270278692,0.010098659433424473
0.1800079345703125,0.010790804401040077,0.007059290073812008,0.01016208529472351
0.18056488037109375,0.010790804401040077,0.007118862122297287,0.010224846191704273
0.18112945556640625,0.009130711667239666,0.00716354139149189,0.010288660414516926
0.18169403076171875,0.010790804401040077,0.007223113439977169,0.010352669283747673
0.18225860595703125,0.007470619864761829,0.007267792243510485,0.01041687373071909
0.1828155517578125,0.009130711667239666,0.007327364757657051,0.01048040110617876
0.183380126953125,0.0008302488713525236,0.007372043561190367,0.010544992052018642
0.1839447021484375,0.007470619864761829,0.007431615609675646,0.010609777644276619
0.18450164794921875,0.00415043393149972,0.007476294878870249,0.010673878714442253
0.18506622314453125,0.007470619864761829,0.007535866927355528,0.010739050805568695
0.18563079833984375,-0.0008300463086925447,0.007595438975840807,0.010804417543113232
0.18619537353515625,-0.005810324102640152,0.007640117779374123,0.010869977995753288
0.1867523193359375,0.005810527130961418,0.007699689827859402,0.010934843681752682
0.18731689453125,0.00415043393149972,0.007744369097054005,0.011000790633261204
0.1878814697265625,0.010790804401040077,0.007803941145539284,0.01106693223118782
0.18843841552734375,0.007470619864761829,0.007863513194024563,0.011132369749248028
0.18900299072265625,0.005810527130961418,0.007923085242509842,0.011198896914720535
0.18956756591796875,-0.007470416370779276,0.007967764511704445,0.011265617795288563
0.19013214111328125,0.012450898066163063,0.008027336560189724,0.01133253239095211
0.1906890869140625,0.0024903416633605957,0.008086908608675003,0.011398732662200928
0.191253662109375,0.0024903416633605957,0.008146480657160282,0.011466032825410366
0.1918182373046875,-0.005810324102640152,0.008206052705645561,0.01153352577239275
0.1923828125,-0.004150231834501028,0.008250731974840164,0.011601212434470654
0.19293975830078125,0.007470619864761829,0.008310304023325443,0.011668174527585506
0.19350433349609375,0.00415043393149972,0.008369876071810722,0.011736245825886726
0.19406890869140625,0.005810527130961418,0.008429448120296001,0.011804510839283466
0.19463348388671875,-0.0008300463086925447,0.00847412645816803,0.011872968636453152
0.1951904296875,0.010790804401040077,0.008533698506653309,0.01194069068878889
0.1957550048828125,0.007470619864761829,0.008593270555138588,0.012009532190859318
0.196319580078125,0.007470619864761829,0.008652843534946442,0.012078567408025265
0.19687652587890625,0.007470619864761829,0.00871241558343172,0.01214685756713152
0.19744110107421875,0.00415043393149972,0.008771987631917,0.012216275557875633
0.19800567626953125,0.0008302488713525236,0.008816665969789028,0.012285886332392693
0.19857025146484375,0.007470619864761829,0.008876238018274307,0.012355689890682697
0.199127197265625,0.009130711667239666,0.008950703777372837,0.012424739077687263
0.1996917724609375,-0.005810324102640152,0.008995382115244865,0.01249492447823286
0.20025634765625,0.005810527130961418,0.009069847874343395,0.012565302662551403
0.20081329345703125,-0.004150231834501028,0.009129419922828674,0.01263491902500391
0.20137786865234375,-0.002490138867869973,0.009188991971313953,0.012705679051578045
0.20194244384765625,-0.005810324102640152,0.009233670309185982,0.012776631861925125
0.20250701904296875,0.009130711667239666,0.009293243288993835,0.012847776524722576
0.20306396484375,0.007470619864761829,0.00936770811676979,0.012918147258460522
0.2036285400390625,0.0008302488713525236,0.00942728016525507,0.01298967283219099
0.204193115234375,-0.005810324102640152,0.009486852213740349,0.013061391189694405
0.2047576904296875,0.0024903416633605957,0.009546424262225628,0.013133300468325615
0.20531463623046875,-0.002490138867869973,0.009605996310710907,0.013204425573348999
0.20587921142578125,0.0008302488713525236,0.009665568359196186,0.013276715762913227
0.20644378662109375,0.007470619864761829,0.009725140407681465,0.013349196873605251
0.20700836181640625,0.007470619864761829,0.009784712456166744,0.013421869836747646
0.2075653076171875,0.007470619864761829,0.0098591772839427,0.01349374745041132
0.2081298828125,-0.004150231834501028,0.009918749332427979,0.013566799461841583
0.2086944580078125,-0.005810324102640152,0.009978321380913258,0.013640043325722218
0.20925140380859375,0.007470619864761829,0.010037893429398537,0.013712484389543533
0.20981597900390625,0.005810527130961418,0.010097465477883816,0.013786106370389462
0.21038055419921875,0.009130711667239666,0.010171931236982346,0.01385992020368576
0.21094512939453125,-0.007470416370779276,0.010231503285467625,0.013933924026787281
0.2115020751953125,-0.004150231834501028,0.010291075333952904,0.014007114805281162
